Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Mass Error PPM,Protein
Standards_neg,180205_Smp_L2C2DCMplus10m_B,AMP,12.19,322343,0,37250,0.9,Standards_neg
Standards_neg,180205_Smp_L2C2DCMplus10m_C,AMP,12.01,340868,0,60996,1.7,Standards_neg
Standards_neg,180205_Smp_L2C2DCMplus20m_A,AMP,12.27,532607,0,67090,1.4,Standards_neg
Standards_neg,180205_Smp_L2C2DCMplus20m_B,AMP,12.3,320077,0,52578,0.3,Standards_neg
Standards_neg,180205_Smp_L2C2DCMplus20m_C,AMP,12.19,41135,0,30883,-0.2,Standards_neg
Standards_neg,180205_Std_4uMStdsInH2O_1,Cyclic diGMP,14.89,9443530,0,773881,2.3,Standards_neg
Standards_neg,180205_Std_4uMStdsInH2O_2,Cyclic diGMP,14.69,7118677,0,565224,2.1,Standards_neg
Standards_neg,180205_Std_4uMStdsInMatrix_1,Cyclic diGMP,14.88,4415115,0,323563,2.1,Standards_neg
Standards_neg,180205_Std_4uMStdsInMatrix_2,Cyclic diGMP,14.84,2709184,0,213756,2.1,Standards_neg
Standards_neg,180205_Blk_MQBlk_1,Cyclic diGMP,18.52,56609,0,47508,4.5,Standards_neg
Standards_neg,180205_Blk_MQBlk_2,Cyclic diGMP,13,0,0,0,#N/A,Standards_neg
Standards_neg,180205_Blk_MQBlk_3,Cyclic diGMP,17.47,54218,0,37964,-1,Standards_neg
Standards_neg,180205_Blk_SWBlk_1,Cyclic diGMP,19.01,50660,0,51708,-9.9,Standards_neg
Standards_neg,180205_Blk_SWBlk_2,Cyclic diGMP,13.39,45470,0,33661,-9.4,Standards_neg
Standards_neg,180205_Blk_SWBlk_3,Cyclic diGMP,15.21,52669,0,52039,1.2,Standards_neg
Standards_neg,180205_Poo_Sept29QC_1,Cyclic diGMP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Poo_Sept29QC_2,Cyclic diGMP,17.77,50427,0,46993,0.8,Standards_neg
Standards_neg,180205_Poo_Sept29QC_3,Cyclic diGMP,19.23,76165,0,73717,5,Standards_neg
Standards_neg,180205_Poo_Sept29QC_4,Cyclic diGMP,21.26,63491,0,60055,2.7,Standards_neg
Standards_neg,180205_Poo_TruePoo_Full1,Cyclic diGMP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Poo_TruePoo_Full2,Cyclic diGMP,13.1,55289,0,32764,11.5,Standards_neg
Standards_neg,180205_Poo_TruePoo_Full3,Cyclic diGMP,15.33,49952,0,33136,-6.9,Standards_neg
Standards_neg,180205_Poo_TruePoo_Half1,Cyclic diGMP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Poo_TruePoo_Half2,Cyclic diGMP,6.25,50674,0,51370,1.5,Standards_neg
Standards_neg,180205_Poo_TruePoo_Half3,Cyclic diGMP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Smp_L1C32DCMless10m_A,Cyclic diGMP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Smp_L1C32DCMless10m_B,Cyclic diGMP,17.26,51008,0,27938,-5.1,Standards_neg
Standards_neg,180205_Smp_L1C32DCMless10m_C,Cyclic diGMP,20.75,70269,0,64057,13.8,Standards_neg
Standards_neg,180205_Smp_L1C32DCMless20m_A,Cyclic diGMP,10.04,20250,0,12592,-3.6,Standards_neg
Standards_neg,180205_Smp_L1C32DCMless20m_B,Cyclic diGMP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Smp_L1C32DCMless20m_C,Cyclic diGMP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Smp_L1C33DCM_A,Cyclic diGMP,12.28,48509,0,26940,-4.1,Standards_neg
Standards_neg,180205_Smp_L1C33DCM_B,Cyclic diGMP,12.83,48277,0,44779,-0.5,Standards_neg
Standards_neg,180205_Smp_L1C33DCM_C,Cyclic diGMP,20.39,56016,0,53813,0.7,Standards_neg
Standards_neg,180205_Smp_L1C33DCMplus10m_A,Cyclic diGMP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Smp_L1C33DCMplus10m_B,Cyclic diGMP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Smp_L1C33DCMplus10m_C,Cyclic diGMP,18.96,47201,0,29044,-3.7,Standards_neg
Standards_neg,180205_Smp_L1C33DCMplus20m_A,Cyclic diGMP,8.12,43483,0,43383,-1.8,Standards_neg
Standards_neg,180205_Smp_L1C33DCMplus20m_B,Cyclic diGMP,19.89,47404,0,36385,4.2,Standards_neg
Standards_neg,180205_Smp_L1C33DCMplus20m_C,Cyclic diGMP,11.3,36332,0,36147,1.1,Standards_neg
Standards_neg,180205_Smp_L2C1DCMless10m_A,Cyclic diGMP,21.16,86044,0,64520,14.2,Standards_neg
Standards_neg,180205_Smp_L2C1DCMless10m_B,Cyclic diGMP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Smp_L2C1DCMless10m_C,Cyclic diGMP,20,54701,0,55443,16.1,Standards_neg
Standards_neg,180205_Smp_L2C1DCMless20m_A,Cyclic diGMP,18.56,49519,0,29555,7,Standards_neg
Standards_neg,180205_Smp_L2C1DCMless20m_B,Cyclic diGMP,13.63,48872,0,36567,8.2,Standards_neg
Standards_neg,180205_Smp_L2C1DCMless20m_C,Cyclic diGMP,16.19,50388,0,35962,-0.2,Standards_neg
Standards_neg,180205_Smp_L2C2DCM_A,Cyclic diGMP,21.4,88161,0,72598,13.3,Standards_neg
Standards_neg,180205_Smp_L2C2DCM_B,Cyclic diGMP,18.77,47469,0,40826,-12.2,Standards_neg
Standards_neg,180205_Smp_L2C2DCM_C,Cyclic diGMP,12.99,44015,0,45464,20,Standards_neg
Standards_neg,180205_Smp_L2C2DCMplus10m_A,Cyclic diGMP,12.2,40185,0,29370,4.3,Standards_neg
Standards_neg,180205_Smp_L2C2DCMplus10m_B,Cyclic diGMP,20.07,59230,0,56902,-1.2,Standards_neg
Standards_neg,180205_Smp_L2C2DCMplus10m_C,Cyclic diGMP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Smp_L2C2DCMplus20m_A,Cyclic diGMP,18.01,52257,0,38647,2.7,Standards_neg
Standards_neg,180205_Smp_L2C2DCMplus20m_B,Cyclic diGMP,18.97,47310,0,38317,1.4,Standards_neg
Standards_neg,180205_Smp_L2C2DCMplus20m_C,Cyclic diGMP,13.66,49271,0,48944,1.5,Standards_neg
Standards_neg,180205_Std_4uMStdsInH2O_1,DHAP,12.97,6234610,31989,395347,-0.9,Standards_neg
Standards_neg,180205_Std_4uMStdsInH2O_2,DHAP,13.1,3083079,0,178683,-1.3,Standards_neg
Standards_neg,180205_Std_4uMStdsInMatrix_1,DHAP,13.02,5651475,0,318839,-0.7,Standards_neg
Standards_neg,180205_Std_4uMStdsInMatrix_2,DHAP,13.2,2147475,0,130435,-1.1,Standards_neg
Standards_neg,180205_Blk_MQBlk_1,DHAP,13.56,0,0,0,#N/A,Standards_neg
Standards_neg,180205_Blk_MQBlk_2,DHAP,13.91,0,0,0,#N/A,Standards_neg
Standards_neg,180205_Blk_MQBlk_3,DHAP,14.66,0,0,0,#N/A,Standards_neg
Standards_neg,180205_Blk_SWBlk_1,DHAP,14.79,0,0,0,#N/A,Standards_neg
Standards_neg,180205_Blk_SWBlk_2,DHAP,14.84,0,0,0,#N/A,Standards_neg
Standards_neg,180205_Blk_SWBlk_3,DHAP,14.81,0,0,0,#N/A,Standards_neg
Standards_neg,180205_Poo_Sept29QC_1,DHAP,9.23,66227,0,67862,-0.1,Standards_neg
Standards_neg,180205_Poo_Sept29QC_2,DHAP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Poo_Sept29QC_3,DHAP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Poo_Sept29QC_4,DHAP,10.58,10631,0,9341,-5.4,Standards_neg
Standards_neg,180205_Poo_TruePoo_Full1,DHAP,10.88,5271,0,4858,-5.9,Standards_neg
Standards_neg,180205_Poo_TruePoo_Full2,DHAP,7.98,40596,0,42969,-5.6,Standards_neg
Standards_neg,180205_Poo_TruePoo_Full3,DHAP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Poo_TruePoo_Half1,DHAP,10.25,10826,0,7080,-5.6,Standards_neg
Standards_neg,180205_Poo_TruePoo_Half2,DHAP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Poo_TruePoo_Half3,DHAP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Smp_L1C32DCMless10m_A,DHAP,10.3,13198,0,8170,-2.4,Standards_neg
Standards_neg,180205_Smp_L1C32DCMless10m_B,DHAP,7.69,42630,0,43324,-2.3,Standards_neg
Standards_neg,180205_Smp_L1C32DCMless10m_C,DHAP,13.91,40088,0,33316,-0.5,Standards_neg
Standards_neg,180205_Smp_L1C32DCMless20m_A,DHAP,10.77,7433,0,6309,-1.9,Standards_neg
Standards_neg,180205_Smp_L1C32DCMless20m_B,DHAP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Smp_L1C32DCMless20m_C,DHAP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Smp_L1C33DCM_A,DHAP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Smp_L1C33DCM_B,DHAP,13.91,40410,0,24577,-5.1,Standards_neg
Standards_neg,180205_Smp_L1C33DCM_C,DHAP,10.79,7648,0,6870,-8,Standards_neg
Standards_neg,180205_Smp_L1C33DCMplus10m_A,DHAP,10.79,6619,0,5970,-6.1,Standards_neg
Standards_neg,180205_Smp_L1C33DCMplus10m_B,DHAP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Smp_L1C33DCMplus10m_C,DHAP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Smp_L1C33DCMplus20m_A,DHAP,6.81,54070,0,42174,-2.6,Standards_neg
Standards_neg,180205_Smp_L1C33DCMplus20m_B,DHAP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Smp_L1C33DCMplus20m_C,DHAP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Smp_L2C1DCMless10m_A,DHAP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Smp_L2C1DCMless10m_B,DHAP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Smp_L2C1DCMless10m_C,DHAP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Smp_L2C1DCMless20m_A,DHAP,15.97,44408,0,34209,0.4,Standards_neg
Standards_neg,180205_Smp_L2C1DCMless20m_B,DHAP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Smp_L2C1DCMless20m_C,DHAP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Smp_L2C2DCM_A,DHAP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Smp_L2C2DCM_B,DHAP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Smp_L2C2DCM_C,DHAP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Smp_L2C2DCMplus10m_A,DHAP,10.39,9638,0,8545,-1.4,Standards_neg
Standards_neg,180205_Smp_L2C2DCMplus10m_B,DHAP,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_neg
Standards_neg,180205_Smp_L2C2DCMplus10m_C,DHAP,10.65,10499,0,8507,-2.4,Standards_neg
Standards_neg,180205_Smp_L2C2DCMplus20m_A,DHAP,4.22,45486,0,37026,-2.1,Standards_neg
Standards_neg,180205_Smp_L2C2DCMplus20m_B,DHAP,0.09,2985,0,2474,-1.6,Standards_neg
Standards_neg,180205_Smp_L2C2DCMplus20m_C,DHAP,18.96,43996,0,35840,-4.6,Standards_neg
Standards_neg,180205_Std_4uMStdsInH2O_1,DHPS,9.03,192000176,842443,12406880,-1.7,Standards_neg
Standards_neg,180205_Std_4uMStdsInH2O_2,DHPS,8.54,203046368,0,11578424,-2.1,Standards_neg
Standards_neg,180205_Std_4uMStdsInMatrix_1,DHPS,9.72,111645696,0,3853604,-1.5,Standards_neg
Standards_neg,180205_Std_4uMStdsInMatrix_2,DHPS,8.52,47090676,0,714644,-1.7,Standards_neg
Standards_neg,180205_Blk_MQBlk_1,DHPS,9.34,0,0,0,#N/A,Standards_neg
Standards_neg,180205_Blk_MQBlk_2,DHPS,9.58,0,0,0,#N/A,Standards_neg
Standards_neg,180205_Blk_MQBlk_3,DHPS,9.82,0,0,0,#N/A,Standards_neg
Standards_neg,180205_Blk_SWBlk_1,DHPS,9.79,0,0,0,#N/A,Standards_neg
Standards_neg,180205_Blk_SWBlk_2,DHPS,9.93,0,0,0,#N/A,Standards_neg
Standards_neg,180205_Blk_SWBlk_3,DHPS,9.7,0,0,0,#N/A,Standards_neg
Standards_neg,180205_Poo_Sept29QC_1,DHPS,9.98,5414229,0,187837,-1.2,Standards_neg
Standards_neg,180205_Poo_Sept29QC_2,DHPS,10.11,820351,0,39443,-1.3,Standards_neg
Standards_neg,180205_Poo_Sept29QC_3,DHPS,10.1,1634038,0,56850,-1.6,Standards_neg
Standards_neg,180205_Poo_Sept29QC_4,DHPS,9.88,954645,0,52665,-1.4,Standards_neg
Standards_neg,180205_Poo_TruePoo_Full1,DHPS,9.97,28783450,0,962000,-1.4,Standards_neg
Standards_neg,180205_Poo_TruePoo_Full2,DHPS,9.97,5987444,0,193745,-1.3,Standards_neg
Standards_neg,180205_Poo_TruePoo_Full3,DHPS,9.88,12931810,0,309365,-2,Standards_neg
Standards_neg,180205_Poo_TruePoo_Half1,DHPS,9.73,15850367,0,563806,-1.4,Standards_neg
Standards_neg,180205_Poo_TruePoo_Half2,DHPS,9.91,2118511,0,79526,-1.5,Standards_neg
Standards_neg,180205_Poo_TruePoo_Half3,DHPS,9.7,3895931,0,97446,-1.5,Standards_neg
Standards_neg,180205_Smp_L1C32DCMless10m_A,DHPS,9.89,30005670,175975,1028873,-1.3,Standards_neg
Standards_neg,180205_Smp_L1C32DCMless10m_B,DHPS,10.04,7442367,0,233029,-1.4,Standards_neg
Standards_neg,180205_Smp_L1C32DCMless10m_C,DHPS,9.9,9139182,0,241649,-1.7,Standards_neg
Standards_neg,180205_Smp_L1C32DCMless20m_A,DHPS,10.12,10303982,0,306841,-1.2,Standards_neg
Standards_neg,180205_Smp_L1C32DCMless20m_B,DHPS,9.99,5868299,0,165349,-1.3,Standards_neg
Standards_neg,180205_Smp_L1C32DCMless20m_C,DHPS,9.79,14199292,0,316829,-1.7,Standards_neg
Standards_neg,180205_Smp_L1C33DCM_A,DHPS,10.2,9537902,0,257749,-1.3,Standards_neg
Standards_neg,180205_Smp_L1C33DCM_B,DHPS,9.89,9059459,0,259447,-1.4,Standards_neg
Standards_neg,180205_Smp_L1C33DCM_C,DHPS,9.9,13629308,0,326567,-2.1,Standards_neg
Standards_neg,180205_Smp_L1C33DCMplus10m_A,DHPS,9.92,61066320,25409,2260017,-1.4,Standards_neg
Standards_neg,180205_Smp_L1C33DCMplus10m_B,DHPS,9.91,16631112,0,432796,-1.6,Standards_neg
Standards_neg,180205_Smp_L1C33DCMplus10m_C,DHPS,9.84,27588322,206573,649117,-1.9,Standards_neg
Standards_neg,180205_Smp_L1C33DCMplus20m_A,DHPS,10.05,11072206,0,305018,-1.3,Standards_neg
Standards_neg,180205_Smp_L1C33DCMplus20m_B,DHPS,9.94,11830893,0,320947,-1.7,Standards_neg
Standards_neg,180205_Smp_L1C33DCMplus20m_C,DHPS,9.84,19228880,0,451540,-1.8,Standards_neg
Standards_neg,180205_Smp_L2C1DCMless10m_A,DHPS,10.16,2583471,0,97113,-0.8,Standards_neg
Standards_neg,180205_Smp_L2C1DCMless10m_B,DHPS,10.1,3930426,0,120095,-1.4,Standards_neg
Standards_neg,180205_Smp_L2C1DCMless10m_C,DHPS,9.85,5653280,0,162021,-1.8,Standards_neg
Standards_neg,180205_Smp_L2C1DCMless20m_A,DHPS,9.89,12043520,0,400958,-1.3,Standards_neg
Standards_neg,180205_Smp_L2C1DCMless20m_B,DHPS,9.88,2549734,0,93035,-1.4,Standards_neg
Standards_neg,180205_Smp_L2C1DCMless20m_C,DHPS,9.71,3842739,0,112293,-1.7,Standards_neg
Standards_neg,180205_Smp_L2C2DCM_A,DHPS,10.18,6325392,0,172514,-1.6,Standards_neg
Standards_neg,180205_Smp_L2C2DCM_B,DHPS,9.96,7292168,0,215678,-1.6,Standards_neg
Standards_neg,180205_Smp_L2C2DCM_C,DHPS,9.81,8389680,0,205690,-1.6,Standards_neg
Standards_neg,180205_Smp_L2C2DCMplus10m_A,DHPS,9.83,23165596,0,801001,-1.4,Standards_neg
Standards_neg,180205_Smp_L2C2DCMplus10m_B,DHPS,10.23,4102630,0,109725,-1.2,Standards_neg
Standards_neg,180205_Smp_L2C2DCMplus10m_C,DHPS,9.96,10572428,0,249256,-2,Standards_neg
Standards_neg,180205_Smp_L2C2DCMplus20m_A,DHPS,9.9,17661372,0,548042,-1.3,Standards_neg
Standards_neg,180205_Smp_L2C2DCMplus20m_B,DHPS,9.94,5176500,0,166636,-1.4,Standards_neg
Standards_neg,180205_Smp_L2C2DCMplus20m_C,DHPS,9.73,4147795,0,109174,-1.9,Standards_neg
Standards_neg,180205_Std_4uMStdsInH2O_1,Ethanesulfonic Acid,4.85,313683008,986902,16455692,-5.2,Standards_neg
Standards_neg,180205_Std_4uMStdsInH2O_2,Ethanesulfonic Acid,4.25,322819840,2889009,14526570,-5.4,Standards_neg
Standards_neg,180205_Std_4uMStdsInMatrix_1,Ethanesulfonic Acid,4.82,269623392,2355202,11417118,-4.8,Standards_neg
Standards_neg,180205_Std_4uMStdsInMatrix_2,Ethanesulfonic Acid,4.31,318306464,673116,11240455,-5.2,Standards_neg
Standards_neg,180205_Blk_MQBlk_1,Ethanesulfonic Acid,4.27,49820,0,38848,-1.8,Standards_neg
Standards_neg,180205_Blk_MQBlk_2,Ethanesulfonic Acid,4.13,72551,0,60139,-1.2,Standards_neg
Standards_neg,180205_Blk_MQBlk_3,Ethanesulfonic Acid,4.14,191799,0,56894,-2.3,Standards_neg
Standards_neg,180205_Blk_SWBlk_1,Ethanesulfonic Acid,4.24,44169,0,42619,-6.2,Standards_neg
Standards_neg,180205_Blk_SWBlk_2,Ethanesulfonic Acid,4.13,0,0,0,#N/A,Standards_neg
Standards_neg,180205_Blk_SWBlk_3,Ethanesulfonic Acid,3.64,0,0,0,#N/A,Standards_neg
Standards_neg,180205_Poo_Sept29QC_1,Ethanesulfonic Acid,4.06,49021,0,37473,-3.9,Standards_neg
Standards_neg,180205_Poo_Sept29QC_2,Ethanesulfonic Acid,4.01,58374,0,44976,-1.6,Standards_neg
Standards_neg,180205_Poo_Sept29QC_3,Ethanesulfonic Acid,5.26,139635,0,45906,-3.3,Standards_neg
Standards_neg,180205_Poo_Sept29QC_4,Ethanesulfonic Acid,4.88,105851,0,35617,-3.6,Standards_neg
Standards_neg,180205_Poo_TruePoo_Full1,Ethanesulfonic Acid,6.25,69914,0,68424,-8.1,Standards_neg
Standards_neg,180205_Poo_TruePoo_Full2,Ethanesulfonic Acid,5.29,61767,0,56505,-6.3,Standards_neg
Standards_neg,180205_Poo_TruePoo_Full3,Ethanesulfonic Acid,4.16,54250,0,47944,-6,Standards_neg
Standards_neg,180205_Poo_TruePoo_Half1,Ethanesulfonic Acid,5.48,45402,0,31028,-4.8,Standards_neg
Standards_neg,180205_Poo_TruePoo_Half2,Ethanesulfonic Acid,5.38,64412,0,63976,-4.2,Standards_neg
Standards_neg,180205_Poo_TruePoo_Half3,Ethanesulfonic Acid,4.43,117481,0,37930,-3.7,Standards_neg
Standards_neg,180205_Smp_L1C32DCMless10m_A,Ethanesulfonic Acid,4.74,54200,0,38056,-2.4,Standards_neg
Standards_neg,180205_Smp_L1C32DCMless10m_B,Ethanesulfonic Acid,5.23,56192,0,56295,-0.6,Standards_neg
Standards_neg,180205_Smp_L1C32DCMless10m_C,Ethanesulfonic Acid,4.86,94519,0,35541,-4.7,Standards_neg
Standards_neg,180205_Smp_L1C32DCMless20m_A,Ethanesulfonic Acid,5.16,46760,0,25497,-3.5,Standards_neg
Standards_neg,180205_Smp_L1C32DCMless20m_B,Ethanesulfonic Acid,4.08,59267,0,46208,-4.1,Standards_neg
Standards_neg,180205_Smp_L1C32DCMless20m_C,Ethanesulfonic Acid,4.36,53083,0,31570,-4.1,Standards_neg
Standards_neg,180205_Smp_L1C33DCM_A,Ethanesulfonic Acid,4.83,68003,0,42877,-3.8,Standards_neg
Standards_neg,180205_Smp_L1C33DCM_B,Ethanesulfonic Acid,5.27,50081,0,41414,-5.7,Standards_neg
Standards_neg,180205_Smp_L1C33DCM_C,Ethanesulfonic Acid,2.48,117940,0,61649,-7.2,Standards_neg
Standards_neg,180205_Smp_L1C33DCMplus10m_A,Ethanesulfonic Acid,4.91,171131,0,61223,-5.7,Standards_neg
Standards_neg,180205_Smp_L1C33DCMplus10m_B,Ethanesulfonic Acid,4.3,71063,0,45171,-4.7,Standards_neg
Standards_neg,180205_Smp_L1C33DCMplus10m_C,Ethanesulfonic Acid,4.27,70070,0,68767,-6,Standards_neg
Standards_neg,180205_Smp_L1C33DCMplus20m_A,Ethanesulfonic Acid,4.6,56208,0,37312,-4.1,Standards_neg
Standards_neg,180205_Smp_L1C33DCMplus20m_B,Ethanesulfonic Acid,3.35,62412,0,60928,-5.1,Standards_neg
Standards_neg,180205_Smp_L1C33DCMplus20m_C,Ethanesulfonic Acid,4.19,58485,0,33575,-3.8,Standards_neg
Standards_neg,180205_Smp_L2C1DCMless10m_A,Ethanesulfonic Acid,4.63,52075,0,52885,-0.4,Standards_neg
Standards_neg,180205_Smp_L2C1DCMless10m_B,Ethanesulfonic Acid,3.99,63825,0,47571,-5.5,Standards_neg
Standards_neg,180205_Smp_L2C1DCMless10m_C,Ethanesulfonic Acid,4.21,61995,0,63891,-0.4,Standards_neg
Standards_neg,180205_Smp_L2C1DCMless20m_A,Ethanesulfonic Acid,5.21,66842,0,52021,-6.4,Standards_neg
Standards_neg,180205_Smp_L2C1DCMless20m_B,Ethanesulfonic Acid,4.22,59026,0,52499,-5.4,Standards_neg
Standards_neg,180205_Smp_L2C1DCMless20m_C,Ethanesulfonic Acid,4.25,62082,0,35896,-3.9,Standards_neg
