Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Mass Error PPM,Protein
Standards_pos,190715_Poo_TruePooFK180310_Half1,Adenine,4.24,50096004,2573882,2373621,-2.9,Standards_pos
Standards_pos,190715_Poo_TruePooFK180310_Half2,Adenine,3.82,31651356,1370286,1736216,-3.3,Standards_pos
Standards_pos,190715_Poo_TruePooFK180310_Half3,Adenine,3.82,50809952,2332552,2786027,-2.9,Standards_pos
Standards_pos,190715_Smp_FK180310S62C1-25m_A,Adenine,3.79,177684224,4644125,9727904,-3.1,Standards_pos
Standards_pos,190715_Smp_FK180310S62C1-25m_B,Adenine,3.85,138212000,4829889,7279664,-3.2,Standards_pos
Standards_pos,190715_Smp_FK180310S62C1-25m_C,Adenine,3.82,128722376,4599003,6831292,-3.3,Standards_pos
Standards_pos,190715_Smp_FK180310S62C1-DCM_A,Adenine,3.8,32131724,685306,1816225,-2.4,Standards_pos
Standards_pos,190715_Smp_FK180310S62C1-DCM_B,Adenine,3.82,173650304,5015825,10748667,-3.1,Standards_pos
Standards_pos,190715_Smp_FK180310S62C1-DCM_C,Adenine,3.82,122531792,3734675,6790845,-3.5,Standards_pos
Standards_pos,190715_Smp_FK180310S64C1-25m_A,Adenine,3.82,87905168,3356064,5005926,-3.7,Standards_pos
Standards_pos,190715_Smp_FK180310S64C1-25m_B,Adenine,3.83,101222160,3525150,5885378,-3.4,Standards_pos
Standards_pos,190715_Smp_FK180310S64C1-25m_C,Adenine,3.82,117161528,3214034,6319051,-3,Standards_pos
Standards_pos,190715_Smp_FK180310S64C1-DCM_A,Adenine,3.83,68759504,1743787,3889429,-2.8,Standards_pos
Standards_pos,190715_Smp_FK180310S64C1-DCM_B,Adenine,3.81,100790456,3620325,5949510,-2.9,Standards_pos
Standards_pos,190715_Smp_FK180310S64C1-DCM_C,Adenine,3.82,63028332,2393747,3544490,-3.4,Standards_pos
Standards_pos,190715_Smp_FK180310S77C1-25m_A,Adenine,3.81,72280232,2716320,4054832,-3.9,Standards_pos
Standards_pos,190715_Smp_FK180310S77C1-25m_B,Adenine,3.78,58467780,2422192,3145052,-3.1,Standards_pos
Standards_pos,190715_Smp_FK180310S77C1-25m_C,Adenine,3.81,54950828,3595834,3188237,-3.2,Standards_pos
Standards_pos,190715_Smp_FK180310S77C1-DCM_A,Adenine,3.82,22401586,960521,1328410,-3.2,Standards_pos
Standards_pos,190715_Smp_FK180310S77C1-DCM_B,Adenine,3.83,52847356,1777748,3067634,-3.1,Standards_pos
Standards_pos,190715_Smp_FK180310S77C1-DCM_C,Adenine,3.83,83718144,3425132,4746103,-3.5,Standards_pos
Standards_pos,190715_Smp_FK180310S80C1-25m_A,Adenine,3.83,87884416,3725256,5061804,-3.5,Standards_pos
Standards_pos,190715_Smp_FK180310S80C1-25m_B,Adenine,3.8,94788640,3252589,5265815,-2.9,Standards_pos
Standards_pos,190715_Smp_FK180310S80C1-25m_C,Adenine,3.82,113738384,3943814,6625523,-3,Standards_pos
Standards_pos,190715_Smp_FK180310S80C1-DCM_A,Adenine,3.81,45013032,2243438,2631240,-3.2,Standards_pos
Standards_pos,190715_Smp_FK180310S80C1-DCM_B,Adenine,3.79,79662704,2434959,4539775,-3.4,Standards_pos
Standards_pos,190715_Smp_FK180310S80C1-DCM_C,Adenine,3.81,47315648,1424970,2481310,-3,Standards_pos
Standards_pos,190715_Std_4uMStdsMix1InH2O_1,Adenosine,3.35,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Std_4uMStdsMix1InH2O_2,Adenosine,3.38,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Std_4uMStdsMix1InMatrix_1,Adenosine,3.85,337798176,4397423,14788641,-2.6,Standards_pos
Standards_pos,190715_Std_4uMStdsMix1InMatrix_2,Adenosine,3.94,299720832,3330574,13203461,-2.4,Standards_pos
Standards_pos,190715_Std_4uMStdsMix2InH2O_1,Adenosine,3.84,1209674496,14541478,49622848,-2.6,Standards_pos
Standards_pos,190715_Std_4uMStdsMix2InH2O_2,Adenosine,3.91,1245639424,13976420,50446816,-2.3,Standards_pos
Standards_pos,190715_Std_4uMStdsMix2InMatrix_1,Adenosine,3.84,1363047424,15903305,56519200,-2.5,Standards_pos
Standards_pos,190715_Std_4uMStdsMix2InMatrix_2,Adenosine,3.97,1293634304,13910606,50043132,-2.8,Standards_pos
Standards_pos,190715_Std_H2OinMatrix_1,Adenosine,3.82,344381184,4898797,15172581,-2.2,Standards_pos
Standards_pos,190715_Std_H2OinMatrix_2,Adenosine,3.94,234150304,3467081,9864048,-2.3,Standards_pos
Standards_pos,170706_Blk_Blk0p2_1,Adenosine,4.47,82098,0,14537,-2.1,Standards_pos
Standards_pos,170706_Blk_Blk0p2_2,Adenosine,4.59,3328096,409191,140526,-1.2,Standards_pos
Standards_pos,190715_Blk_KM1906U14-Blk_C,Adenosine,3.88,9488800,0,401970,-2.6,Standards_pos
Standards_pos,190715_Poo_TruePooFK180310_Full1,Adenosine,3.49,57329836,826346,2944502,-1.6,Standards_pos
Standards_pos,190715_Poo_TruePooFK180310_Full2,Adenosine,3.53,27195322,0,1535130,-1.6,Standards_pos
Standards_pos,190715_Poo_TruePooFK180310_Full3,Adenosine,3.51,29083356,0,1431060,-1.1,Standards_pos
Standards_pos,190715_Poo_TruePooFK180310_Half1,Adenosine,3.94,37614096,0,1514055,-1.7,Standards_pos
Standards_pos,190715_Poo_TruePooFK180310_Half2,Adenosine,3.56,11959242,0,569488,-1.7,Standards_pos
Standards_pos,190715_Poo_TruePooFK180310_Half3,Adenosine,3.5,16633309,0,800757,-1.4,Standards_pos
Standards_pos,190715_Smp_FK180310S62C1-25m_A,Adenosine,3.53,89229824,696810,4551848,-1.5,Standards_pos
Standards_pos,190715_Smp_FK180310S62C1-25m_B,Adenosine,3.58,50735584,527980,2462769,-1.7,Standards_pos
Standards_pos,190715_Smp_FK180310S62C1-25m_C,Adenosine,3.51,147787904,1602081,7544246,-2,Standards_pos
Standards_pos,190715_Smp_FK180310S62C1-DCM_A,Adenosine,3.52,5995150,0,347615,-0.9,Standards_pos
Standards_pos,190715_Smp_FK180310S62C1-DCM_B,Adenosine,3.56,82457712,1063914,4625511,-1.7,Standards_pos
Standards_pos,190715_Smp_FK180310S62C1-DCM_C,Adenosine,3.52,36618440,0,1852678,-2.1,Standards_pos
Standards_pos,190715_Smp_FK180310S64C1-25m_A,Adenosine,3.5,38228412,0,1812228,-2.2,Standards_pos
Standards_pos,190715_Smp_FK180310S64C1-25m_B,Adenosine,3.55,26944358,0,1411919,-1.7,Standards_pos
Standards_pos,190715_Smp_FK180310S64C1-25m_C,Adenosine,3.53,67660944,140690,3723661,-1.5,Standards_pos
Standards_pos,190715_Smp_FK180310S64C1-DCM_A,Adenosine,3.57,17304230,0,892795,-1.5,Standards_pos
Standards_pos,190715_Smp_FK180310S64C1-DCM_B,Adenosine,3.53,33242582,0,1800132,-1.6,Standards_pos
Standards_pos,190715_Smp_FK180310S64C1-DCM_C,Adenosine,3.55,19253166,0,992440,-2,Standards_pos
Standards_pos,190715_Smp_FK180310S77C1-25m_A,Adenosine,3.51,107893520,896233,5468513,-2.5,Standards_pos
Standards_pos,190715_Smp_FK180310S77C1-25m_B,Adenosine,3.55,41244712,0,2381905,-1.5,Standards_pos
Standards_pos,190715_Smp_FK180310S77C1-25m_C,Adenosine,3.61,13604923,0,665706,-1.8,Standards_pos
Standards_pos,190715_Smp_FK180310S77C1-DCM_A,Adenosine,3.49,2847963,0,150339,-1.9,Standards_pos
Standards_pos,190715_Smp_FK180310S77C1-DCM_B,Adenosine,3.52,20292410,0,1089513,-1.6,Standards_pos
Standards_pos,190715_Smp_FK180310S77C1-DCM_C,Adenosine,3.52,28010442,0,1401809,-2,Standards_pos
Standards_pos,190715_Smp_FK180310S80C1-25m_A,Adenosine,3.52,22309566,0,1126945,-2.2,Standards_pos
Standards_pos,190715_Smp_FK180310S80C1-25m_B,Adenosine,3.52,41048312,0,2073953,-1.6,Standards_pos
Standards_pos,190715_Smp_FK180310S80C1-25m_C,Adenosine,3.58,59005268,204225,3147679,-1.5,Standards_pos
Standards_pos,190715_Smp_FK180310S80C1-DCM_A,Adenosine,3.49,11593839,0,609881,-1.7,Standards_pos
Standards_pos,190715_Smp_FK180310S80C1-DCM_B,Adenosine,3.55,40954304,308849,2001571,-2.1,Standards_pos
Standards_pos,190715_Smp_FK180310S80C1-DCM_C,Adenosine,3.52,37542292,539986,1906200,-1.5,Standards_pos
Standards_pos,190715_Std_4uMStdsMix1InH2O_1,Adenosyl Homocysteine,9.35,115970816,1063484,8160024,-1.9,Standards_pos
Standards_pos,190715_Std_4uMStdsMix1InH2O_2,Adenosyl Homocysteine,9.55,95840488,6087816,7149500,-1.8,Standards_pos
Standards_pos,190715_Std_4uMStdsMix1InMatrix_1,Adenosyl Homocysteine,9.46,79031152,1430966,5183026,-2.3,Standards_pos
Standards_pos,190715_Std_4uMStdsMix1InMatrix_2,Adenosyl Homocysteine,9.62,64454076,1697858,4077515,-1.5,Standards_pos
Standards_pos,190715_Std_4uMStdsMix2InH2O_1,Adenosyl Homocysteine,9.41,20347,0,16445,-1.5,Standards_pos
Standards_pos,190715_Std_4uMStdsMix2InH2O_2,Adenosyl Homocysteine,9.16,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Std_4uMStdsMix2InMatrix_1,Adenosyl Homocysteine,9.51,188809,0,26616,-1.6,Standards_pos
Standards_pos,190715_Std_4uMStdsMix2InMatrix_2,Adenosyl Homocysteine,9.62,38396,0,17639,-0.2,Standards_pos
Standards_pos,190715_Std_H2OinMatrix_1,Adenosyl Homocysteine,9.46,42053,0,20547,-0.6,Standards_pos
Standards_pos,190715_Std_H2OinMatrix_2,Adenosyl Homocysteine,9.64,32686,0,13418,-2.1,Standards_pos
Standards_pos,170706_Blk_Blk0p2_1,Adenosyl Homocysteine,9.12,0,0,0,#N/A,Standards_pos
Standards_pos,170706_Blk_Blk0p2_2,Adenosyl Homocysteine,9.08,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Blk_KM1906U14-Blk_C,Adenosyl Homocysteine,9.11,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Poo_TruePooFK180310_Full1,Adenosyl Homocysteine,9.19,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Poo_TruePooFK180310_Full2,Adenosyl Homocysteine,9.14,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Poo_TruePooFK180310_Full3,Adenosyl Homocysteine,9.14,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Poo_TruePooFK180310_Half1,Adenosyl Homocysteine,9.08,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Poo_TruePooFK180310_Half2,Adenosyl Homocysteine,9.11,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Poo_TruePooFK180310_Half3,Adenosyl Homocysteine,9.11,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Smp_FK180310S62C1-25m_A,Adenosyl Homocysteine,9.11,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Smp_FK180310S62C1-25m_B,Adenosyl Homocysteine,9.13,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Smp_FK180310S62C1-25m_C,Adenosyl Homocysteine,9.12,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Smp_FK180310S62C1-DCM_A,Adenosyl Homocysteine,9.14,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Smp_FK180310S62C1-DCM_B,Adenosyl Homocysteine,9.11,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Smp_FK180310S62C1-DCM_C,Adenosyl Homocysteine,9.06,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Smp_FK180310S64C1-25m_A,Adenosyl Homocysteine,9.16,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Smp_FK180310S64C1-25m_B,Adenosyl Homocysteine,9.12,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Smp_FK180310S64C1-25m_C,Adenosyl Homocysteine,9.13,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Smp_FK180310S64C1-DCM_A,Adenosyl Homocysteine,9.02,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Smp_FK180310S64C1-DCM_B,Adenosyl Homocysteine,9.03,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Smp_FK180310S64C1-DCM_C,Adenosyl Homocysteine,9.05,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Smp_FK180310S77C1-25m_A,Adenosyl Homocysteine,9.19,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Smp_FK180310S77C1-25m_B,Adenosyl Homocysteine,9.11,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Smp_FK180310S77C1-25m_C,Adenosyl Homocysteine,9.69,12108,0,10587,-10,Standards_pos
Standards_pos,190715_Smp_FK180310S77C1-DCM_A,Adenosyl Homocysteine,9.17,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Smp_FK180310S77C1-DCM_B,Adenosyl Homocysteine,9.06,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Smp_FK180310S77C1-DCM_C,Adenosyl Homocysteine,9.05,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Smp_FK180310S80C1-25m_A,Adenosyl Homocysteine,9.08,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Smp_FK180310S80C1-25m_B,Adenosyl Homocysteine,9.11,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Smp_FK180310S80C1-25m_C,Adenosyl Homocysteine,9.11,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Smp_FK180310S80C1-DCM_A,Adenosyl Homocysteine,9.11,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Smp_FK180310S80C1-DCM_B,Adenosyl Homocysteine,9.11,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Smp_FK180310S80C1-DCM_C,Adenosyl Homocysteine,9.19,0,0,0,#N/A,Standards_pos
Standards_pos,190715_Std_4uMStdsMix1InH2O_1,Adenosyl Methionine,11.54,13024160,0,689228,-1.4,Standards_pos
Standards_pos,190715_Std_4uMStdsMix1InH2O_2,Adenosyl Methionine,11.68,11344290,0,611675,-1.2,Standards_pos
Standards_pos,190715_Std_4uMStdsMix1InMatrix_1,Adenosyl Methionine,11.5,13880983,0,877226,-1.5,Standards_pos
Standards_pos,190715_Std_4uMStdsMix1InMatrix_2,Adenosyl Methionine,11.65,9788011,0,672330,-1.2,Standards_pos
Standards_pos,190715_Std_4uMStdsMix2InH2O_1,Adenosyl Methionine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,190715_Std_4uMStdsMix2InH2O_2,Adenosyl Methionine,7.18,17817,0,15572,-3.7,Standards_pos
Standards_pos,190715_Std_4uMStdsMix2InMatrix_1,Adenosyl Methionine,11.56,143889,0,25760,-1.5,Standards_pos
Standards_pos,190715_Std_4uMStdsMix2InMatrix_2,Adenosyl Methionine,7.19,15859,0,14352,-3.6,Standards_pos
Standards_pos,190715_Std_H2OinMatrix_1,Adenosyl Methionine,11.59,13250,0,9847,-0.8,Standards_pos
Standards_pos,190715_Std_H2OinMatrix_2,Adenosyl Methionine,1.85,7569,0,6151,-5.6,Standards_pos
Standards_pos,170706_Blk_Blk0p2_1,Adenosyl Methionine,21.62,50142,0,35395,7.7,Standards_pos
Standards_pos,170706_Blk_Blk0p2_2,Adenosyl Methionine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,190715_Blk_KM1906U14-Blk_C,Adenosyl Methionine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,190715_Poo_TruePooFK180310_Full1,Adenosyl Methionine,10.83,207520,0,26794,-1.2,Standards_pos
Standards_pos,190715_Poo_TruePooFK180310_Full2,Adenosyl Methionine,10.86,113828,0,22543,-0.7,Standards_pos
Standards_pos,190715_Poo_TruePooFK180310_Full3,Adenosyl Methionine,10.91,82579,0,19340,-0.4,Standards_pos
Standards_pos,190715_Poo_TruePooFK180310_Half1,Adenosyl Methionine,11.71,29810,0,11563,-2,Standards_pos
Standards_pos,190715_Poo_TruePooFK180310_Half2,Adenosyl Methionine,11,11645,0,7668,-0.4,Standards_pos
Standards_pos,190715_Poo_TruePooFK180310_Half3,Adenosyl Methionine,10.86,10349,0,8303,2.2,Standards_pos
Standards_pos,190715_Smp_FK180310S62C1-25m_A,Adenosyl Methionine,10.83,44256,0,19838,-0.7,Standards_pos
Standards_pos,190715_Smp_FK180310S62C1-25m_B,Adenosyl Methionine,10.87,231965,0,22219,-1.4,Standards_pos
Standards_pos,190715_Smp_FK180310S62C1-25m_C,Adenosyl Methionine,10.82,521447,0,38255,-0.9,Standards_pos
Standards_pos,190715_Smp_FK180310S62C1-DCM_A,Adenosyl Methionine,10.91,53776,0,15982,-0.8,Standards_pos
Standards_pos,190715_Smp_FK180310S62C1-DCM_B,Adenosyl Methionine,10.9,1393032,0,117913,-0.9,Standards_pos
Standards_pos,190715_Smp_FK180310S62C1-DCM_C,Adenosyl Methionine,10.93,51558,0,16942,-0.7,Standards_pos
Standards_pos,190715_Smp_FK180310S64C1-25m_A,Adenosyl Methionine,10.87,269766,0,33024,-1.2,Standards_pos
Standards_pos,190715_Smp_FK180310S64C1-25m_B,Adenosyl Methionine,10.91,916915,0,61735,-1.4,Standards_pos
Standards_pos,190715_Smp_FK180310S64C1-25m_C,Adenosyl Methionine,10.9,298253,0,36732,-1,Standards_pos
Standards_pos,190715_Smp_FK180310S64C1-DCM_A,Adenosyl Methionine,10.84,51460,0,13137,-1.3,Standards_pos
Standards_pos,190715_Smp_FK180310S64C1-DCM_B,Adenosyl Methionine,10.86,14043,0,8980,-1.2,Standards_pos
Standards_pos,190715_Smp_FK180310S64C1-DCM_C,Adenosyl Methionine,10.93,10726,0,10459,-6.2,Standards_pos
Standards_pos,190715_Smp_FK180310S77C1-25m_A,Adenosyl Methionine,10.95,51691,0,22340,-1.7,Standards_pos
Standards_pos,190715_Smp_FK180310S77C1-25m_B,Adenosyl Methionine,10.84,46378,0,13245,-0.7,Standards_pos
Standards_pos,190715_Smp_FK180310S77C1-25m_C,Adenosyl Methionine,10.89,89487,0,22803,-1.1,Standards_pos
Standards_pos,190715_Smp_FK180310S77C1-DCM_A,Adenosyl Methionine,10.91,55566,0,14312,-1.4,Standards_pos
Standards_pos,190715_Smp_FK180310S77C1-DCM_B,Adenosyl Methionine,10.94,74621,0,12620,-2.2,Standards_pos
Standards_pos,190715_Smp_FK180310S77C1-DCM_C,Adenosyl Methionine,5.2,111045,0,31993,0,Standards_pos
Standards_pos,190715_Smp_FK180310S80C1-25m_A,Adenosyl Methionine,10.8,28847,0,15944,-3,Standards_pos
Standards_pos,190715_Smp_FK180310S80C1-25m_B,Adenosyl Methionine,10.76,316719,0,28880,-1.2,Standards_pos
Standards_pos,190715_Smp_FK180310S80C1-25m_C,Adenosyl Methionine,10.87,155826,0,25322,-1,Standards_pos
Standards_pos,190715_Smp_FK180310S80C1-DCM_A,Adenosyl Methionine,10.77,17350,0,18615,0,Standards_pos
Standards_pos,190715_Smp_FK180310S80C1-DCM_B,Adenosyl Methionine,10.81,48615,0,13641,-0.3,Standards_pos
Standards_pos,190715_Smp_FK180310S80C1-DCM_C,Adenosyl Methionine,10.93,62557,0,21599,-1.2,Standards_pos
Standards_pos,190715_Std_4uMStdsMix1InH2O_1,Alanine,10.1,31259420,3371966,2347953,-0.3,Standards_pos
Standards_pos,190715_Std_4uMStdsMix1InH2O_2,Alanine,10.24,26995878,2076593,2146372,-0.3,Standards_pos
Standards_pos,190715_Std_4uMStdsMix1InMatrix_1,Alanine,10.11,38927728,3424565,3110389,-0.5,Standards_pos
Standards_pos,190715_Std_4uMStdsMix1InMatrix_2,Alanine,10.24,34259944,3150522,3036303,-0.1,Standards_pos
Standards_pos,190715_Std_4uMStdsMix2InH2O_1,Alanine,9.85,190148,1952730,43595,-0.4,Standards_pos
